,id,PredictionString
541,6dc6d5660243_study,negative 1 0 0 1 1
542,6ddd518ee32b_study,negative 1 0 0 1 1
543,6deb9fe72007_study,negative 1 0 0 1 1
544,6decab09779c_study,negative 1 0 0 1 1
545,6e652d81f5bf_study,negative 1 0 0 1 1
546,6eab8786fa4a_study,negative 1 0 0 1 1
547,6ebb505c89f9_study,negative 1 0 0 1 1
548,6ed0d449ff97_study,negative 1 0 0 1 1
549,6ef0c3dad8c6_study,negative 1 0 0 1 1
550,6f5f6f99fb89_study,negative 1 0 0 1 1
551,6f6e6f503df9_study,negative 1 0 0 1 1
552,6fa6c83e0221_study,negative 1 0 0 1 1
553,6ffe46db6f5c_study,negative 1 0 0 1 1
554,703903704231_study,negative 1 0 0 1 1
555,705257ddc51b_study,negative 1 0 0 1 1
556,70a586a7a276_study,negative 1 0 0 1 1
557,70f5376d8dd1_study,negative 1 0 0 1 1
558,70f8ea19b10b_study,negative 1 0 0 1 1
559,711eadb00212_study,negative 1 0 0 1 1
560,716c5738a858_study,negative 1 0 0 1 1
561,719ffac176ee_study,negative 1 0 0 1 1
562,71beaaa0422e_study,negative 1 0 0 1 1
563,71dbb924fb5c_study,negative 1 0 0 1 1
564,7208d457bcc9_study,negative 1 0 0 1 1
565,723c9ea28d31_study,negative 1 0 0 1 1
566,728187b3e018_study,negative 1 0 0 1 1
567,72a889b778b2_study,negative 1 0 0 1 1
568,72e571a4dbcf_study,negative 1 0 0 1 1
569,73094e54f847_study,negative 1 0 0 1 1
570,7325a59e75b3_study,negative 1 0 0 1 1
571,735c7f97b72f_study,negative 1 0 0 1 1
572,737adbb5ee4d_study,negative 1 0 0 1 1
573,73e36d50744d_study,negative 1 0 0 1 1
574,74030b79b6ff_study,negative 1 0 0 1 1
575,74448343f85a_study,negative 1 0 0 1 1
576,749e75b3c993_study,negative 1 0 0 1 1
577,74a3c66551b6_study,negative 1 0 0 1 1
578,7516cd3f2680_study,negative 1 0 0 1 1
579,7518068f3699_study,negative 1 0 0 1 1
580,755a8831463d_study,negative 1 0 0 1 1
581,7568cb61374c_study,negative 1 0 0 1 1
582,7591c93cf38c_study,negative 1 0 0 1 1
583,75e3c04fed9f_study,negative 1 0 0 1 1
584,760466ddce29_study,negative 1 0 0 1 1
585,766c04246e24_study,negative 1 0 0 1 1
586,771e394e7e37_study,negative 1 0 0 1 1
587,778ca3c0e198_study,negative 1 0 0 1 1
588,77bea1a5baf9_study,negative 1 0 0 1 1
589,780517944267_study,negative 1 0 0 1 1
590,781c93fa2104_study,negative 1 0 0 1 1
591,78685ad6af53_study,negative 1 0 0 1 1
592,78e8b6f84907_study,negative 1 0 0 1 1
593,78ff750810bf_study,negative 1 0 0 1 1
594,790e1425ea5e_study,negative 1 0 0 1 1
595,793fc16d2eaa_study,negative 1 0 0 1 1
596,795051254905_study,negative 1 0 0 1 1
597,7981605927db_study,negative 1 0 0 1 1
598,798e11b2c8c2_study,negative 1 0 0 1 1
599,79ed25911104_study,negative 1 0 0 1 1
600,7a08c2cdd552_study,negative 1 0 0 1 1
601,7a2bbfb17503_study,negative 1 0 0 1 1
602,7a2e48a54953_study,negative 1 0 0 1 1
603,7a5665185f3c_study,negative 1 0 0 1 1
604,7a7cd9fa7f09_study,negative 1 0 0 1 1
605,7a7e66fc9b3c_study,negative 1 0 0 1 1
606,7ac22c3830e8_study,negative 1 0 0 1 1
607,7b2693269d7b_study,negative 1 0 0 1 1
608,7b5c31f2af6f_study,negative 1 0 0 1 1
609,7b99371b9ec4_study,negative 1 0 0 1 1
610,7bb87ec91b7d_study,negative 1 0 0 1 1
611,7c47d71d9141_study,negative 1 0 0 1 1
612,7c8ea185b141_study,negative 1 0 0 1 1
613,7cbd9aaac8ba_study,negative 1 0 0 1 1
614,7ce8a0052810_study,negative 1 0 0 1 1
615,7d2470b0005e_study,negative 1 0 0 1 1
616,7d5c6509f13b_study,negative 1 0 0 1 1
617,7d706788a91c_study,negative 1 0 0 1 1
618,7da6e56c18b7_study,negative 1 0 0 1 1
619,7dc1850a0f94_study,negative 1 0 0 1 1
620,7e1d636a24f0_study,negative 1 0 0 1 1
621,7e6845a52319_study,negative 1 0 0 1 1
622,7e8981a09016_study,negative 1 0 0 1 1
623,7ea66c84821e_study,negative 1 0 0 1 1
624,7ea6876bfa96_study,negative 1 0 0 1 1
625,7f188984feef_study,negative 1 0 0 1 1
626,7f3115e66c1e_study,negative 1 0 0 1 1
627,7f6449e6861c_study,negative 1 0 0 1 1
628,7ff9928af7f6_study,negative 1 0 0 1 1
629,8011f96848a6_study,negative 1 0 0 1 1
630,803976b68795_study,negative 1 0 0 1 1
631,8066c8d7cba7_study,negative 1 0 0 1 1
632,806a948c30bf_study,negative 1 0 0 1 1
633,809e196af923_study,negative 1 0 0 1 1
634,80a77c5dd48a_study,negative 1 0 0 1 1
635,80e1c35abd04_study,negative 1 0 0 1 1
636,8128f5692b12_study,negative 1 0 0 1 1
637,8137f72e23d2_study,negative 1 0 0 1 1
638,817c43aedcce_study,negative 1 0 0 1 1
639,81a119607e57_study,negative 1 0 0 1 1
640,81c860c6efe8_study,negative 1 0 0 1 1
641,81e6c9f2675c_study,negative 1 0 0 1 1
642,820df4b6ce93_study,negative 1 0 0 1 1
643,820f82abb614_study,negative 1 0 0 1 1
644,82441f0b61c4_study,negative 1 0 0 1 1
645,82453d7d1b90_study,negative 1 0 0 1 1
646,82686606c173_study,negative 1 0 0 1 1
647,827ce7be2a4e_study,negative 1 0 0 1 1
648,82a4d7f6ea1e_study,negative 1 0 0 1 1
649,82ec59c197d0_study,negative 1 0 0 1 1
650,8309732e6809_study,negative 1 0 0 1 1
651,830abea627fc_study,negative 1 0 0 1 1
652,83195705dd21_study,negative 1 0 0 1 1
653,8322b4b12bf2_study,negative 1 0 0 1 1
654,8334d5ebdfd0_study,negative 1 0 0 1 1
655,8353ed908a04_study,negative 1 0 0 1 1
656,835ff4bc9c2b_study,negative 1 0 0 1 1
657,83958be8c4b8_study,negative 1 0 0 1 1
658,839c08f4b18a_study,negative 1 0 0 1 1
659,83e34d429bd2_study,negative 1 0 0 1 1
660,83e89d87256b_study,negative 1 0 0 1 1
661,8452e137c3fb_study,negative 1 0 0 1 1
662,847b7a65658a_study,negative 1 0 0 1 1
663,84ade5a82135_study,negative 1 0 0 1 1
664,84f431dbdbd6_study,negative 1 0 0 1 1
665,852912afea0c_study,negative 1 0 0 1 1
666,855945ea39f1_study,negative 1 0 0 1 1
667,858b3a423bb3_study,negative 1 0 0 1 1
668,85d692693bc1_study,negative 1 0 0 1 1
669,85e02d7fac77_study,negative 1 0 0 1 1
670,8613aa92c09d_study,negative 1 0 0 1 1
671,865fedc5484d_study,negative 1 0 0 1 1
672,86619ada1b6d_study,negative 1 0 0 1 1
673,869b630384e5_study,negative 1 0 0 1 1
674,8723a0e3b9e8_study,negative 1 0 0 1 1
675,879a9c1601d7_study,negative 1 0 0 1 1
676,87d6e4b3d6af_study,negative 1 0 0 1 1
677,8822f2e6799c_study,negative 1 0 0 1 1
678,8997cc349054_study,negative 1 0 0 1 1
679,899e2e409330_study,negative 1 0 0 1 1
680,89d2d0f18347_study,negative 1 0 0 1 1
681,89ef92d3e02a_study,negative 1 0 0 1 1
682,8a2e5381a43c_study,negative 1 0 0 1 1
683,8a3b0b977e3d_study,negative 1 0 0 1 1
684,8a6902767de9_study,negative 1 0 0 1 1
685,8a6bce8f43ad_study,negative 1 0 0 1 1
686,8a73dc1a0bfd_study,negative 1 0 0 1 1
687,8a7c4530180a_study,negative 1 0 0 1 1
688,8a8bc32ca39d_study,negative 1 0 0 1 1
689,8ab03e394f4d_study,negative 1 0 0 1 1
690,8ad5ead9c761_study,negative 1 0 0 1 1
691,8b273337a684_study,negative 1 0 0 1 1
692,8b61bfc4c50f_study,negative 1 0 0 1 1
693,8b6e18ee2c40_study,negative 1 0 0 1 1
694,8c1fd7170061_study,negative 1 0 0 1 1
695,8c208e83154a_study,negative 1 0 0 1 1
696,8c294e104651_study,negative 1 0 0 1 1
697,8c6967991800_study,negative 1 0 0 1 1
698,8ca5a21b8bd5_study,negative 1 0 0 1 1
699,8ce2b4d54836_study,negative 1 0 0 1 1
700,8d1c64890229_study,negative 1 0 0 1 1
701,8d5e8712712d_study,negative 1 0 0 1 1
702,8db23065b351_study,negative 1 0 0 1 1
703,8deff6e2632d_study,negative 1 0 0 1 1
704,8e07907d854d_study,negative 1 0 0 1 1
705,8e1c060be66a_study,negative 1 0 0 1 1
706,8e22a69566b2_study,negative 1 0 0 1 1
707,8e639388fbce_study,negative 1 0 0 1 1
708,8e6bc9d87d7b_study,negative 1 0 0 1 1
709,8e90cf0a2220_study,negative 1 0 0 1 1
710,8e99c311c641_study,negative 1 0 0 1 1
711,8ead56410abf_study,negative 1 0 0 1 1
712,8ec580935d86_study,negative 1 0 0 1 1
713,8f15be256d40_study,negative 1 0 0 1 1
714,8f19b8e12bb6_study,negative 1 0 0 1 1
715,8f6df9fe9bae_study,negative 1 0 0 1 1
716,8f6e72825177_study,negative 1 0 0 1 1
717,8f8b690689ff_study,negative 1 0 0 1 1
718,8fa44f4e8eeb_study,negative 1 0 0 1 1
719,9004140ff428_study,negative 1 0 0 1 1
720,905fdf23cba2_study,negative 1 0 0 1 1
721,90ba8bbb45c4_study,negative 1 0 0 1 1
722,91091b14ff14_study,negative 1 0 0 1 1
723,9118eeb0ff4e_study,negative 1 0 0 1 1
724,913836f6e106_study,negative 1 0 0 1 1
725,91fd1001ca08_study,negative 1 0 0 1 1
726,9260839a059d_study,negative 1 0 0 1 1
727,92a0bb576754_study,negative 1 0 0 1 1
728,92d320a0719d_study,negative 1 0 0 1 1
729,92e806962d05_study,negative 1 0 0 1 1
730,93a2b6809c3b_study,negative 1 0 0 1 1
731,93b334bb7f73_study,negative 1 0 0 1 1
732,94571b6e07ff_study,negative 1 0 0 1 1
733,945c4c4bf174_study,negative 1 0 0 1 1
734,94637b260217_study,negative 1 0 0 1 1
735,94ab5762a56c_study,negative 1 0 0 1 1
736,94b9dfb7e357_study,negative 1 0 0 1 1
737,94fd8d61a3a2_study,negative 1 0 0 1 1
738,952b24144e0c_study,negative 1 0 0 1 1
739,956a8d5f7ab4_study,negative 1 0 0 1 1
740,95d14f2a3b9c_study,negative 1 0 0 1 1
741,95d39cd555f7_study,negative 1 0 0 1 1
742,95fc78daff79_study,negative 1 0 0 1 1
743,960176160f7f_study,negative 1 0 0 1 1
744,96401434c121_study,negative 1 0 0 1 1
745,9672b3805db6_study,negative 1 0 0 1 1
746,968d50203714_study,negative 1 0 0 1 1
747,96afb6a80094_study,negative 1 0 0 1 1
748,96b3ffe98dd0_study,negative 1 0 0 1 1
749,97c5d6eb413d_study,negative 1 0 0 1 1
750,9805f2073fe2_study,negative 1 0 0 1 1
751,983688dfdc6b_study,negative 1 0 0 1 1
752,9852d2660b69_study,negative 1 0 0 1 1
753,98603aec7e42_study,negative 1 0 0 1 1
754,98962ec0ac81_study,negative 1 0 0 1 1
755,99207112bd34_study,negative 1 0 0 1 1
756,994aa93b88d6_study,negative 1 0 0 1 1
757,9999ee344469_study,negative 1 0 0 1 1
758,99abcf5c94b9_study,negative 1 0 0 1 1
759,99b182a739fe_study,negative 1 0 0 1 1
760,99f4549a0ce7_study,negative 1 0 0 1 1
761,9a1a4fe68496_study,negative 1 0 0 1 1
762,9a2421d1e810_study,negative 1 0 0 1 1
763,9aae1d401336_study,negative 1 0 0 1 1
764,9b02e142b13f_study,negative 1 0 0 1 1
765,9b284d2b8e81_study,negative 1 0 0 1 1
766,9b2f1505d1ba_study,negative 1 0 0 1 1
767,9b74446eee7b_study,negative 1 0 0 1 1
768,9b8eca950609_study,negative 1 0 0 1 1
769,9bcfa30619cb_study,negative 1 0 0 1 1
770,9beb97e23a51_study,negative 1 0 0 1 1
771,9bfb252388d3_study,negative 1 0 0 1 1
772,9c15ad2a3f00_study,negative 1 0 0 1 1
773,9c7c9aa6b32e_study,negative 1 0 0 1 1
774,9cd49495a7ca_study,negative 1 0 0 1 1
775,9d88b7a41476_study,negative 1 0 0 1 1
776,9d9a9218f7df_study,negative 1 0 0 1 1
777,9e36f980af83_study,negative 1 0 0 1 1
778,9e4fbb2efbf9_study,negative 1 0 0 1 1
779,9e7cbbecfcda_study,negative 1 0 0 1 1
780,9eb632c3beb5_study,negative 1 0 0 1 1
781,9ec66102e783_study,negative 1 0 0 1 1
782,9fab41ffbc39_study,negative 1 0 0 1 1
783,9fd32ab29bfa_study,negative 1 0 0 1 1
784,a03006dd606d_study,negative 1 0 0 1 1
785,a09216d3b1fb_study,negative 1 0 0 1 1
786,a0b1e8cfd597_study,negative 1 0 0 1 1
787,a0b88a7bbda9_study,negative 1 0 0 1 1
788,a134c7f3e533_study,negative 1 0 0 1 1
789,a150ce575fd8_study,negative 1 0 0 1 1
790,a15e73c6df9f_study,negative 1 0 0 1 1
791,a167e3cfc945_study,negative 1 0 0 1 1
792,a1aa5f84e8df_study,negative 1 0 0 1 1
793,a1c32654a524_study,negative 1 0 0 1 1
794,a1d7141d8672_study,negative 1 0 0 1 1
795,a2335d0b5319_study,negative 1 0 0 1 1
796,a24ebf2b7a7b_study,negative 1 0 0 1 1
797,a28c3ca0b20d_study,negative 1 0 0 1 1
798,a30f9f093480_study,negative 1 0 0 1 1
799,a3277b063327_study,negative 1 0 0 1 1
800,a32b55f395fb_study,negative 1 0 0 1 1
801,a3489d5c2d26_study,negative 1 0 0 1 1
802,a375466fac0b_study,negative 1 0 0 1 1
803,a383dd18ad9b_study,negative 1 0 0 1 1
804,a39a5337c940_study,negative 1 0 0 1 1
805,a4798ae26b6e_study,negative 1 0 0 1 1
806,a49fa9f919e0_study,negative 1 0 0 1 1
807,a4d6e1d14076_study,negative 1 0 0 1 1
808,a4dec0e99eb8_study,negative 1 0 0 1 1
809,a4f8482aa131_study,negative 1 0 0 1 1
810,a5979058f5f9_study,negative 1 0 0 1 1
811,a5f2750581c1_study,negative 1 0 0 1 1
812,a5f572f88efc_study,negative 1 0 0 1 1
813,a60551308849_study,negative 1 0 0 1 1
814,a655f779bc10_study,negative 1 0 0 1 1
815,a6999828675a_study,negative 1 0 0 1 1
816,a6b745712821_study,negative 1 0 0 1 1
817,a6cd526c279a_study,negative 1 0 0 1 1
818,a707e083e349_study,negative 1 0 0 1 1
819,a73262c7ff37_study,negative 1 0 0 1 1
820,a73f225845e3_study,negative 1 0 0 1 1
821,a7526a74ab03_study,negative 1 0 0 1 1
822,a7fdeed27109_study,negative 1 0 0 1 1
823,a80006bd7d8f_study,negative 1 0 0 1 1
824,a80b17b9947b_study,negative 1 0 0 1 1
825,a82c2df28cbc_study,negative 1 0 0 1 1
826,a853ec3e7735_study,negative 1 0 0 1 1
827,a882dd5cb2de_study,negative 1 0 0 1 1
828,a8c159935334_study,negative 1 0 0 1 1
829,a8fe3043e449_study,negative 1 0 0 1 1
830,a91ca6e3bc53_study,negative 1 0 0 1 1
831,a9a0208dcbe3_study,negative 1 0 0 1 1
832,a9b90530258c_study,negative 1 0 0 1 1
833,a9c37909c52a_study,negative 1 0 0 1 1
834,a9d35b0f34af_study,negative 1 0 0 1 1
835,aa1013c021d7_study,negative 1 0 0 1 1
836,aa1570677120_study,negative 1 0 0 1 1
837,aac24f8be440_study,negative 1 0 0 1 1
838,aafc8126d5a1_study,negative 1 0 0 1 1
839,ab405aab1bf4_study,negative 1 0 0 1 1
840,ab44c2e2e8ab_study,negative 1 0 0 1 1
841,ab812073c00d_study,negative 1 0 0 1 1
842,abbd693aab76_study,negative 1 0 0 1 1
843,abf963944680_study,negative 1 0 0 1 1
844,ac0854e5cbf6_study,negative 1 0 0 1 1
845,ac5ce91c09e1_study,negative 1 0 0 1 1
846,ac96e9b9034d_study,negative 1 0 0 1 1
847,acc0ac018b57_study,negative 1 0 0 1 1
848,acc1e6bcca9a_study,negative 1 0 0 1 1
849,acc21b1fad3a_study,negative 1 0 0 1 1
850,accb45de0444_study,negative 1 0 0 1 1
851,ad0172d99745_study,negative 1 0 0 1 1
852,ad4d579a3eab_study,negative 1 0 0 1 1
853,ad61aee2f837_study,negative 1 0 0 1 1
854,ad6731c3a452_study,negative 1 0 0 1 1
855,ade239c090a7_study,negative 1 0 0 1 1
856,ae0ba9f54467_study,negative 1 0 0 1 1
857,ae2753d01a5d_study,negative 1 0 0 1 1
858,ae40389b1d61_study,negative 1 0 0 1 1
859,ae8fadd32d3e_study,negative 1 0 0 1 1
860,aeb371eab69a_study,negative 1 0 0 1 1
861,aeb50bd2a339_study,negative 1 0 0 1 1
862,af09deb4a6f7_study,negative 1 0 0 1 1
863,af12c30f7051_study,negative 1 0 0 1 1
864,af3baa41780a_study,negative 1 0 0 1 1
865,af619aba9623_study,negative 1 0 0 1 1
866,af8cc211df75_study,negative 1 0 0 1 1
867,b05b84f90ccf_study,negative 1 0 0 1 1
868,b07759d0c81c_study,negative 1 0 0 1 1
869,b0881924653b_study,negative 1 0 0 1 1
870,b0e3eb0ced34_study,negative 1 0 0 1 1
871,b11776be9437_study,negative 1 0 0 1 1
872,b12171726b36_study,negative 1 0 0 1 1
873,b12d2e5c39b7_study,negative 1 0 0 1 1
874,b16a2caa5a14_study,negative 1 0 0 1 1
875,b1b1ac90f30e_study,negative 1 0 0 1 1
876,b273193222c5_study,negative 1 0 0 1 1
877,b288b9700df7_study,negative 1 0 0 1 1
878,b2ae9049c886_study,negative 1 0 0 1 1
879,b2b95741c954_study,negative 1 0 0 1 1
880,b2ef21c21a69_study,negative 1 0 0 1 1
881,b378e3902756_study,negative 1 0 0 1 1
882,b382d866a3f4_study,negative 1 0 0 1 1
883,b4091ecc7f5d_study,negative 1 0 0 1 1
884,b43b067ad5fc_study,negative 1 0 0 1 1
885,b4436e4a91bc_study,negative 1 0 0 1 1
886,b4552ba03116_study,negative 1 0 0 1 1
887,b45b2ff7b925_study,negative 1 0 0 1 1
888,b4ed20f4c603_study,negative 1 0 0 1 1
889,b5052bc9081c_study,negative 1 0 0 1 1
890,b53b95b262c5_study,negative 1 0 0 1 1
891,b53ff1b3e45d_study,negative 1 0 0 1 1
892,b5649ea5d97e_study,negative 1 0 0 1 1
893,b59b6ffdecdc_study,negative 1 0 0 1 1
894,b5d64243c33e_study,negative 1 0 0 1 1
895,b5dc37ecfd1a_study,negative 1 0 0 1 1
896,b60089258936_study,negative 1 0 0 1 1
897,b61a3dba7e14_study,negative 1 0 0 1 1
898,b641f8bc6e83_study,negative 1 0 0 1 1
899,b647d5c8422e_study,negative 1 0 0 1 1
900,b64b5a8cec28_study,negative 1 0 0 1 1
901,b66d6c34498e_study,negative 1 0 0 1 1
902,b6deca486769_study,negative 1 0 0 1 1
903,b6ef87588b85_study,negative 1 0 0 1 1
904,b70e9d1f6548_study,negative 1 0 0 1 1
905,b7d09941c6c7_study,negative 1 0 0 1 1
906,b7e73e54a566_study,negative 1 0 0 1 1
907,b818f246a8ab_study,negative 1 0 0 1 1
908,b83eaac8a377_study,negative 1 0 0 1 1
909,b8a3899a2ddb_study,negative 1 0 0 1 1
910,b8abb3588261_study,negative 1 0 0 1 1
911,b8b849c98dfa_study,negative 1 0 0 1 1
912,b93bfa119338_study,negative 1 0 0 1 1
913,b93db355ba6a_study,negative 1 0 0 1 1
914,b948441f0c12_study,negative 1 0 0 1 1
915,b994bed5dd12_study,negative 1 0 0 1 1
916,b99e07512d7a_study,negative 1 0 0 1 1
917,b9aaac6a5ee8_study,negative 1 0 0 1 1
918,b9e6a216ca98_study,negative 1 0 0 1 1
919,b9e8350b5fb2_study,negative 1 0 0 1 1
920,b9e87bbcdf15_study,negative 1 0 0 1 1
921,b9fdedd4051e_study,negative 1 0 0 1 1
922,ba21fc21ec33_study,negative 1 0 0 1 1
923,ba2c87bf8de9_study,negative 1 0 0 1 1
924,ba477e03efc4_study,negative 1 0 0 1 1
925,ba54b6a4d83d_study,negative 1 0 0 1 1
926,ba66195d3d10_study,negative 1 0 0 1 1
927,bac4b1b19508_study,negative 1 0 0 1 1
928,baff0a97d334_study,negative 1 0 0 1 1
929,bb33957a9bd5_study,negative 1 0 0 1 1
930,bbbcb26b74be_study,negative 1 0 0 1 1
931,bc22d07c4f95_study,negative 1 0 0 1 1
932,bc2e72409e5f_study,negative 1 0 0 1 1
933,bc73883551cf_study,negative 1 0 0 1 1
934,bc76c0035143_study,negative 1 0 0 1 1
935,bc7a40fef51c_study,negative 1 0 0 1 1
936,bc8a085104af_study,negative 1 0 0 1 1
937,bc95acc5c308_study,negative 1 0 0 1 1
938,bc965b8e19f8_study,negative 1 0 0 1 1
939,bd2f3ba76d62_study,negative 1 0 0 1 1
940,bd70b1ab4fe0_study,negative 1 0 0 1 1
941,bd84b0b9598e_study,negative 1 0 0 1 1
942,be3bdfa28903_study,negative 1 0 0 1 1
943,be56a042b9b1_study,negative 1 0 0 1 1
944,be6f27a4528b_study,negative 1 0 0 1 1
945,be926eae5b48_study,negative 1 0 0 1 1
946,bea266e15217_study,negative 1 0 0 1 1
947,bea575481ef3_study,negative 1 0 0 1 1
948,becdc25d08c4_study,negative 1 0 0 1 1
949,becf878baece_study,negative 1 0 0 1 1
950,bf2de109e4be_study,negative 1 0 0 1 1
951,bf41375c6d47_study,negative 1 0 0 1 1
952,bfe0b7efdb2a_study,negative 1 0 0 1 1
953,c01a83bc7f7d_study,negative 1 0 0 1 1
954,c0924d22f592_study,negative 1 0 0 1 1
955,c09fa807d4d0_study,negative 1 0 0 1 1
956,c1161e21e98f_study,negative 1 0 0 1 1
957,c1d3c478d4c9_study,negative 1 0 0 1 1
958,c2472b630e54_study,negative 1 0 0 1 1
959,c268ee0b80e6_study,negative 1 0 0 1 1
960,c2f7a0a9e328_study,negative 1 0 0 1 1
961,c34508d810cb_study,negative 1 0 0 1 1
962,c38f6e4a8b57_study,negative 1 0 0 1 1
963,c39536795ca2_study,negative 1 0 0 1 1
964,c3cbb6e1ff0b_study,negative 1 0 0 1 1
965,c3d5485c6637_study,negative 1 0 0 1 1
966,c4359b917227_study,negative 1 0 0 1 1
967,c456c89aeeca_study,negative 1 0 0 1 1
968,c56b60a6c549_study,negative 1 0 0 1 1
969,c5ea13200bd6_study,negative 1 0 0 1 1
970,c66cd65fd2ec_study,negative 1 0 0 1 1
971,c6ce9fc03d44_study,negative 1 0 0 1 1
972,c714e99b4e36_study,negative 1 0 0 1 1
973,c725cff962b5_study,negative 1 0 0 1 1
974,c7270e362816_study,negative 1 0 0 1 1
975,c731d74015f8_study,negative 1 0 0 1 1
976,c7389760417a_study,negative 1 0 0 1 1
977,c7787a3cfb14_study,negative 1 0 0 1 1
978,c783118f9673_study,negative 1 0 0 1 1
979,c798ba1c69e1_study,negative 1 0 0 1 1
980,c7c4926465d5_study,negative 1 0 0 1 1
981,c803c01dfa08_study,negative 1 0 0 1 1
982,c82731b476d7_study,negative 1 0 0 1 1
983,c849770966c1_study,negative 1 0 0 1 1
984,c85581436d7c_study,negative 1 0 0 1 1
985,c87c82925501_study,negative 1 0 0 1 1
986,c8b7a0ae731e_study,negative 1 0 0 1 1
987,c8bd35fb64e1_study,negative 1 0 0 1 1
988,c9163fa32483_study,negative 1 0 0 1 1
989,c987fd114725_study,negative 1 0 0 1 1
990,ca20e0f1b5c9_study,negative 1 0 0 1 1
991,ca221d324958_study,negative 1 0 0 1 1
992,ca87ac7f7497_study,negative 1 0 0 1 1
993,caeeede7f74d_study,negative 1 0 0 1 1
994,cafa1dca9af7_study,negative 1 0 0 1 1
995,cbc5e2a2efac_study,negative 1 0 0 1 1
996,cc874d5c6431_study,negative 1 0 0 1 1
997,ccbd6814114b_study,negative 1 0 0 1 1
998,ccc80d9fd30f_study,negative 1 0 0 1 1
999,cd0664cef5a7_study,negative 1 0 0 1 1
1000,cd1f0a0bd109_study,negative 1 0 0 1 1
1001,cd98127bb203_study,negative 1 0 0 1 1
1002,cddf3a089653_study,negative 1 0 0 1 1
1003,ce1f49e49440_study,negative 1 0 0 1 1
1004,ce2d48a26e5e_study,negative 1 0 0 1 1
1005,ce3e55217552_study,negative 1 0 0 1 1
1006,ced8fdaa9dba_study,negative 1 0 0 1 1
1007,ceed10e91962_study,negative 1 0 0 1 1
1008,cf57b6b204f8_study,negative 1 0 0 1 1
1009,cf5f6f4b8cf5_study,negative 1 0 0 1 1
1010,cfad493ac469_study,negative 1 0 0 1 1
1011,d0059448cf97_study,negative 1 0 0 1 1
1012,d025a0d95412_study,negative 1 0 0 1 1
1013,d0914f314664_study,negative 1 0 0 1 1
1014,d0934bcb74f1_study,negative 1 0 0 1 1
1015,d0a22a0954f7_study,negative 1 0 0 1 1
1016,d0b6342fc4c0_study,negative 1 0 0 1 1
1017,d11b750bff94_study,negative 1 0 0 1 1
1018,d11db59069df_study,negative 1 0 0 1 1
1019,d128283294c9_study,negative 1 0 0 1 1
1020,d16959ef2164_study,negative 1 0 0 1 1
1021,d1a15a468593_study,negative 1 0 0 1 1
1022,d1cbcb51e5ae_study,negative 1 0 0 1 1
1023,d2f1eb1b0bc5_study,negative 1 0 0 1 1
1024,d33c77a3df19_study,negative 1 0 0 1 1
1025,d3818fbf4c36_study,negative 1 0 0 1 1
1026,d3b7d7dc583b_study,negative 1 0 0 1 1
1027,d3b82893b94e_study,negative 1 0 0 1 1
1028,d3be4764ade5_study,negative 1 0 0 1 1
1029,d3c53c4222e2_study,negative 1 0 0 1 1
1030,d414d9603210_study,negative 1 0 0 1 1
1031,d427c22b488d_study,negative 1 0 0 1 1
1032,d460dc993ca7_study,negative 1 0 0 1 1
1033,d477d68f839f_study,negative 1 0 0 1 1
1034,d478ec4faf9d_study,negative 1 0 0 1 1
1035,d47b71c4fcea_study,negative 1 0 0 1 1
1036,d48708c36bd5_study,negative 1 0 0 1 1
1037,d4c399afd466_study,negative 1 0 0 1 1
1038,d50e06374ee8_study,negative 1 0 0 1 1
1039,d50e37efdecd_study,negative 1 0 0 1 1
1040,d542fb6a6c0a_study,negative 1 0 0 1 1
1041,d566c844260f_study,negative 1 0 0 1 1
1042,d6104076541a_study,negative 1 0 0 1 1
1043,d6195f41dfbc_study,negative 1 0 0 1 1
1044,d63229f78c7e_study,negative 1 0 0 1 1
1045,d675f6d53f58_study,negative 1 0 0 1 1
1046,d692c60e21ef_study,negative 1 0 0 1 1
1047,d6ca5d0cc911_study,negative 1 0 0 1 1
1048,d7f4e3e0681d_study,negative 1 0 0 1 1
1049,d81ff6b98fea_study,negative 1 0 0 1 1
1050,d84b500fb378_study,negative 1 0 0 1 1
1051,d859c2fa0d50_study,negative 1 0 0 1 1
1052,d85e078e410a_study,negative 1 0 0 1 1
1053,d89e30d51e89_study,negative 1 0 0 1 1
1054,d8cf28d0aa53_study,negative 1 0 0 1 1
1055,d945e8dd9670_study,negative 1 0 0 1 1
1056,d99a3d8578f8_study,negative 1 0 0 1 1
1057,d9fd3c3feb5e_study,negative 1 0 0 1 1
1058,da2f118facc6_study,negative 1 0 0 1 1
1059,da352dfd1456_study,negative 1 0 0 1 1
1060,da56f1cee61b_study,negative 1 0 0 1 1
1061,da88fa8e989e_study,negative 1 0 0 1 1
1062,dabd4c35f18f_study,negative 1 0 0 1 1
1063,dad1fab5736c_study,negative 1 0 0 1 1
1064,db4af70e370f_study,negative 1 0 0 1 1
1065,db6241a6c470_study,negative 1 0 0 1 1
1066,db629c44b07f_study,negative 1 0 0 1 1
1067,dbc236093102_study,negative 1 0 0 1 1
1068,dc0c112cd5c3_study,negative 1 0 0 1 1
1069,dc307d4d5204_study,negative 1 0 0 1 1
1070,dc953a56204f_study,negative 1 0 0 1 1
1071,dccdfc539a8e_study,negative 1 0 0 1 1
1072,dcf6503029e2_study,negative 1 0 0 1 1
1073,dd097443ed15_study,negative 1 0 0 1 1
